Number,"Time (seconds)","Distance (meters)","Pace (seconds)",Watts,Cal/Hr,"Stroke Rate","Heart Rate"
4558,7357.0,22718.1,151.2,101,648,38,
4559,7358.5,22723.0,153.2,97,635,38,
4560,7360.0,22727.8,158.2,88,604,39,
4561,7361.5,22732.6,155.2,94,622,42,
4562,7363.0,22737.6,151.0,102,649,41,
4563,7364.5,22742.6,151.1,101,649,40,
4564,7366.0,22747.7,148.4,107,668,38,
4565,7367.7,22753.6,148.6,107,667,37,
4566,7369.2,22758.6,150.5,103,653,38,
4567,7370.7,22763.5,150.6,102,652,38,
4568,7372.2,22768.6,150.6,102,652,38,
4569,7374.0,22774.4,149.6,105,659,39,
4570,7375.2,22778.6,149.6,105,659,39,
4571,7377.0,22784.5,149.0,106,664,38,
4572,7378.5,22789.6,148.3,107,669,39,
4573,7380.0,22794.6,150.9,102,650,38,
4574,7381.7,22800.4,152.3,99,640,38,
4575,7383.2,22805.3,152.0,100,643,39,
4576,7384.7,22810.3,149.8,104,658,38,
4577,7386.2,22815.2,149.8,104,658,38,
4578,7388.0,22820.9,154.9,94,624,38,
4579,7389.5,22825.7,155.6,93,619,38,
4580,7391.2,22831.3,156.3,92,615,37,
4581,7392.7,22836.2,155.3,93,621,38,
4582,7394.2,22841.0,155.3,93,621,38,
4583,7395.9,22846.7,154.4,95,627,38,
4584,7397.5,22851.5,156.8,91,612,39,
4585,7399.0,22856.3,156.6,91,613,38,
4586,7400.5,22861.2,156.6,91,613,38,
4587,7402.2,22866.9,155.0,94,623,39,
4588,7403.7,22871.6,156.4,91,614,38,
4589,7405.2,22876.4,156.4,91,614,38,
4590,7407.0,22882.1,157.6,89,607,37,
4591,7408.5,22886.8,157.6,89,607,37,
4592,7410.2,22892.3,159.3,87,597,38,
4593,7411.7,22897.0,159.4,86,597,37,
4594,7413.2,22901.7,159.4,86,597,37,
4595,7415.0,22907.5,153.8,96,631,37,
4596,7416.5,22912.5,151.5,101,646,39,
4597,7418.0,22917.4,152.1,99,642,38,
4598,7419.5,22922.4,152.1,99,642,38,
4599,7421.0,22927.3,151.2,101,648,39,
4600,7422.7,22933.1,150.2,103,655,39,
4601,7424.2,22938.2,150.7,102,651,40,
4602,7425.7,22943.1,151.2,101,648,39,
4603,7427.2,22948.0,152.5,99,639,38,
4604,7428.7,22952.9,152.5,99,639,38,
4605,7430.5,22958.7,152.4,99,640,38,
4606,7432.0,22963.6,152.0,100,643,39,
4607,7433.5,22968.6,152.2,99,641,38,
4608,7435.0,22973.5,152.2,99,641,38,
4609,7436.7,22979.3,151.9,100,643,38,
4610,7438.2,22984.2,153.1,98,635,37,
4611,7439.7,22989.1,153.1,98,635,37,
4612,7441.2,22994.1,153.2,97,635,38,
4613,7443.0,22999.8,152.5,99,639,37,
4614,7444.5,23004.8,151.3,101,647,39,
4615,7446.0,23009.7,152.2,99,641,39,
4616,7447.7,23015.5,152.1,99,642,36,
4617,7449.2,23020.4,153.2,97,635,37,
4618,7450.7,23025.3,153.2,97,635,37,
4619,7452.5,23031.0,153.5,97,633,38,
4620,7454.0,23036.0,153.5,97,633,38,
4621,7455.7,23041.7,153.1,98,635,37,
4622,7457.2,23046.6,153.1,98,635,37,
4623,7458.7,23051.6,152.7,98,638,37,
4624,7460.5,23057.3,153.9,96,630,37,
4625,7462.0,23062.2,153.9,96,630,37,
4626,7463.7,23068.0,152.4,99,640,37,
4627,7465.2,23072.9,152.7,98,638,38,
4628,7466.7,23077.8,152.7,98,638,38,
4629,7468.5,23083.6,152.1,99,642,38,
4630,7469.9,23088.6,150.7,102,651,40,
4631,7471.5,23093.6,149.1,106,663,38,
4632,7473.0,23098.6,149.1,106,663,38,
4633,7474.5,23103.7,149.1,106,663,38,
4634,7476.2,23109.6,150.7,102,651,38,
4635,7477.7,23114.5,150.3,103,654,39,
4636,7479.2,23119.6,150.4,103,654,39,
4637,7480.7,23124.6,150.6,102,652,39,
4638,7482.2,23129.5,150.6,102,652,39,
4639,7483.7,23134.6,149.6,105,659,39,
4640,7485.5,23140.4,150.6,102,652,38,
4641,7487.0,23145.4,150.9,102,650,38,
4642,7488.5,23150.4,150.9,102,650,38,
4643,7489.9,23155.4,149.9,104,657,39,
4644,7491.7,23161.2,151.8,100,644,39,
4645,7493.2,23166.2,151.7,100,645,39,
4646,7494.7,23171.1,151.7,100,645,39,
4647,7496.5,23176.8,153.1,98,635,38,
4648,7498.0,23181.7,154.9,94,624,38,
4649,7499.5,23186.6,153.9,96,630,39,
4650,7501.0,23191.5,153.4,97,633,40,
4651,7502.5,23196.4,151.8,100,644,40,
4652,7503.9,23201.3,151.8,100,644,40,
4653,7505.4,23206.3,152.3,99,640,39,
4654,7507.0,23211.3,150.8,102,651,40,
4655,7508.7,23217.2,151.4,101,647,38,
4656,7510.2,23222.1,152.4,99,640,37,
4657,7511.7,23227.0,152.4,99,640,37,
4658,7513.2,23232.0,150.5,103,653,42,
4659,7514.7,23237.0,150.5,103,653,42,
4660,7516.4,23242.8,150.5,103,653,38,
4661,7518.0,23248.0,146.6,111,682,38,
4662,7519.4,23253.1,146.6,111,682,38,
4663,7521.2,23259.0,147.9,108,672,37,
4664,7522.7,23264.0,147.9,108,672,37,
4665,7524.4,23269.9,151.1,101,649,38,
4666,7526.0,23274.9,150.1,103,656,38,
4667,7527.4,23279.8,150.1,103,656,38,
4668,7529.2,23285.6,151.8,100,644,37,
4669,7530.7,23290.5,151.8,100,644,37,
4670,7532.5,23296.3,151.7,100,645,37,
4671,7534.0,23301.3,151.7,100,645,37,
4672,7535.7,23307.0,152.1,99,642,37,
4673,7537.2,23311.9,152.1,99,642,37,
4674,7539.0,23317.8,150.4,103,654,37,
4675,7540.4,23322.7,150.4,103,654,37,
4676,7542.2,23328.5,151.7,100,645,38,
4677,7543.7,23333.5,152.5,99,639,37,
4678,7545.4,23339.1,154.0,96,629,36,
4679,7547.0,23344.0,154.0,96,629,36,
4680,7548.7,23349.5,156.2,92,616,36,
4681,7550.4,23355.2,155.5,93,620,36,
4682,7551.9,23360.0,155.8,93,618,38,
4683,7553.7,23365.7,156.2,92,616,37,
4684,7555.4,23371.3,154.9,94,624,35,
4685,7556.9,23376.2,154.9,94,624,35,
4686,7558.7,23381.9,154.8,94,624,36,
4687,7560.4,23387.5,154.4,95,627,36,
4688,7562.2,23393.2,154.6,95,625,36,
4689,7563.7,23398.0,154.6,95,625,36,
4690,7565.4,23403.7,155.1,94,622,35,
4691,7567.2,23409.3,156.4,91,614,36,
4692,7568.9,23414.9,155.9,92,617,35,
4693,7570.4,23419.7,155.9,92,617,35,
4694,7572.2,23425.3,156.5,91,614,36,
4695,7574.0,23431.0,156.7,91,613,36,
4696,7575.4,23435.7,156.7,91,613,36,
4697,7577.2,23441.3,158.3,88,603,36,
4698,7578.7,23446.0,158.4,88,603,40,
4699,7580.2,23450.8,158.4,88,603,40,
4700,7581.9,23456.6,154.9,94,624,36,
4701,7583.7,23462.3,152.0,100,643,36,
4702,7585.2,23467.2,152.0,100,643,36,
4703,7587.0,23473.0,153.0,98,636,36,
4704,7588.7,23478.7,153.7,96,631,35,
4705,7590.4,23484.4,153.8,96,631,35,
4706,7592.2,23490.1,153.6,97,632,35,
4707,7594.0,23495.8,154.0,96,629,34,
4708,7595.4,23500.7,154.0,96,629,34,
4709,7597.2,23506.6,153.0,98,636,36,
4710,7598.9,23512.3,150.8,102,651,34,
4711,7600.7,23518.2,151.9,100,643,35,
4712,7602.4,23523.9,152.5,99,639,35,
4713,7604.2,23529.6,153.5,97,633,34,
4714,7605.9,23535.3,153.3,97,634,35,
4715,7607.7,23541.1,153.1,98,635,35,
4716,7609.2,23546.0,153.1,98,635,35,
4717,7610.9,23551.8,152.9,98,636,36,
4718,7612.7,23557.5,151.9,100,643,35,
4719,7614.4,23563.3,152.8,98,637,35,
4720,7616.2,23569.0,154.5,95,626,35,
4721,7617.9,23574.6,156.3,92,615,34,
4722,7619.4,23579.3,156.3,92,615,34,
4723,7621.2,23585.0,156.6,91,613,36,
4724,7622.9,23590.6,156.2,92,616,36,
4725,7624.7,23596.2,157.6,89,607,35,
4726,7626.4,23601.8,156.3,92,615,36,
4727,7627.9,23606.6,157.6,89,607,37,
4728,7629.7,23612.2,157.2,90,610,35,
4729,7631.4,23617.8,156.4,91,614,36,
4730,7632.9,23622.6,156.4,91,614,36,
4731,7634.7,23628.3,155.3,93,621,36,
4732,7636.4,23633.9,155.2,94,622,36,
4733,7637.9,23638.7,155.2,94,622,36,
4734,7639.7,23644.3,156.7,91,613,36,
4735,7641.4,23649.9,157.3,90,609,35,
4736,7642.9,23654.7,157.3,90,609,35,
4737,7644.7,23660.3,156.5,91,614,36,
4738,7646.4,23666.0,155.7,93,619,37,
4739,7647.9,23670.7,160.6,84,590,39,
4740,7649.4,23675.5,160.6,84,590,39,
4741,7651.2,23681.2,153.8,96,631,36,
4742,7652.9,23686.9,154.0,96,629,37,
4743,7654.4,23691.7,156.1,92,616,37,
4744,7656.2,23697.4,153.8,96,631,36,
4745,7657.7,23702.3,153.8,96,631,36,
4746,7659.7,23708.8,153.8,96,631,33,
4747,7661.2,23713.8,152.6,98,638,38,
4748,7662.7,23718.7,152.6,98,638,38,
4749,7664.2,23723.6,152.0,100,643,37,
4750,7665.9,23729.4,152.3,99,640,39,
4751,7667.4,23734.2,152.3,99,640,39,
4752,7669.2,23739.8,157.1,90,610,39,
4753,7670.7,23744.4,164.6,78,570,38,
4754,7672.4,23750.0,157.3,90,609,35,
4755,7674.2,23755.6,156.5,91,614,34,
4756,7675.9,23761.2,155.9,92,617,35,
4757,7677.4,23766.1,155.9,92,617,35,
4758,7679.2,23771.8,152.7,98,638,35,
4759,7680.9,23777.6,152.6,98,638,36,
4760,7682.4,23782.5,152.6,98,638,36,
4761,7684.2,23788.3,152.7,98,638,37,
4762,7685.9,23794.0,151.8,100,644,36,
4763,7687.4,23798.9,152.6,98,638,37,
4764,7689.2,23804.7,152.9,98,636,36,
4765,7690.7,23809.6,152.9,98,636,36,
4766,7692.4,23815.3,155.3,93,621,36,
4767,7694.2,23820.9,156.4,91,614,36,
4768,7695.9,23826.5,155.6,93,619,35,
4769,7697.7,23832.2,155.4,93,620,35,
4770,7699.2,23837.0,155.4,93,620,35,
4771,7700.9,23842.7,153.9,96,630,35,
4772,7702.7,23848.3,156.2,92,616,36,
4773,7704.2,23853.2,156.2,92,616,36,
4774,7705.9,23858.9,154.7,95,625,36,
4775,7707.7,23864.6,153.3,97,634,35,
4776,7709.4,23870.3,153.9,96,630,35,
4777,7711.2,23876.0,154.8,94,624,35,
4778,7712.9,23881.7,152.8,98,637,36,
4779,7714.4,23886.6,152.8,98,637,36,
4780,7716.2,23892.3,152.8,98,637,35,
4781,7717.9,23898.0,154.2,95,628,35,
4782,7719.7,23903.8,153.3,97,634,36,
4783,7721.4,23909.5,152.8,98,637,35,
4784,7723.2,23915.3,152.7,98,638,35,
4785,7724.7,23920.2,152.7,98,638,35,
4786,7726.4,23926.1,151.1,101,649,36,
4787,7728.2,23931.8,151.4,101,647,37,
4788,7729.7,23936.8,151.4,101,647,37,
4789,7731.4,23942.6,151.1,101,649,38,
4790,7732.9,23947.6,151.1,101,649,38,
4791,7734.7,23953.5,149.7,104,659,37,
4792,7736.4,23959.2,151.8,100,644,35,
4793,7737.9,23964.1,151.8,100,644,35,
4794,7739.7,23969.8,152.9,98,636,36,
4795,7741.4,23975.5,155.1,94,622,36,
4796,7742.9,23980.3,156.7,91,613,38,
4797,7744.4,23984.9,165.4,77,566,40,
4798,7746.2,23990.0,171.6,69,538,36,
4799,7747.7,23994.5,165.2,78,567,40,
4800,7748.9,23998.3,165.2,78,567,40,
4801,7750.4,24002.9,164.4,79,571,44,
4802,7751.9,24007.6,159.8,86,595,41,
4803,7753.2,24011.6,159.8,86,595,41,
4804,7754.9,24017.2,154.7,95,625,36,
4805,7756.7,24023.0,154.1,96,629,36,
4806,7758.2,24027.8,154.1,96,629,36,
4807,7759.9,24033.7,151.6,100,645,36,
4808,7761.7,24039.5,150.8,102,651,35,
4809,7763.4,24045.3,150.5,103,653,35,
4810,7764.9,24050.3,150.5,103,653,35,
4811,7766.7,24056.0,152.1,99,642,36,
4812,7768.2,24061.0,152.1,99,642,36,
4813,7769.9,24066.8,151.5,101,646,37,
4814,7771.7,24072.7,150.9,102,650,36,
4815,7773.4,24078.5,150.8,102,651,36,
4816,7775.2,24084.3,150.9,102,650,35,
4817,7776.7,24089.2,150.9,102,650,35,
4818,7778.4,24095.0,152.2,99,641,36,
4819,7780.2,24100.7,151.9,100,643,36,
4820,7781.9,24106.5,152.2,99,641,36,
4821,7783.4,24111.5,152.2,99,641,36,
4822,7785.2,24117.2,153.1,98,635,36,
4823,7786.9,24123.0,152.6,98,638,36,
4824,7788.4,24128.0,152.6,98,638,36,
4825,7790.2,24133.9,150.2,103,655,36,
4826,7791.9,24139.9,148.3,107,669,36,
4827,7793.7,24145.7,150.2,103,655,35,
4828,7795.2,24150.6,150.2,103,655,35,
4829,7796.9,24156.4,152.5,99,639,36,
4830,7798.7,24162.1,152.9,98,636,36,
4831,7800.2,24167.0,152.9,98,636,36,
4832,7801.9,24172.7,155.0,94,623,36,
4833,7803.7,24178.3,156.6,91,613,35,
4834,7805.4,24184.0,154.9,94,624,36,
4835,7806.9,24188.8,154.9,94,624,36,
4836,7808.7,24194.3,157.5,90,608,36,
4837,7810.4,24199.9,158.3,88,603,35,
4838,7811.9,24204.7,158.3,88,603,35,
4839,7813.7,24210.3,156.9,91,611,36,
4840,7815.4,24215.9,156.4,91,614,36,
4841,7816.9,24220.7,156.4,91,614,36,
4842,7818.7,24226.3,154.8,94,624,36,
4843,7820.4,24232.0,155.4,93,620,36,
4844,7822.2,24237.6,156.5,91,614,35,
4845,7823.9,24243.2,156.7,91,613,34,
4846,7825.2,24247.2,156.7,91,613,34,
4847,7826.9,24252.6,162.4,82,581,38,
4848,7828.4,24257.0,168.0,74,554,38,
4849,7829.9,24261.4,168.0,74,554,38,
4850,7831.7,24266.5,173.3,67,531,36,
4851,7833.2,24270.8,174.5,66,526,39,
4852,7834.9,24275.7,174.5,66,526,39,
4853,7836.4,24280.3,176.3,64,519,33,
4854,7838.2,24285.8,161.7,83,584,37,
4855,7839.4,24289.6,161.7,83,584,37,
4856,7841.2,24295.0,159.8,86,595,42,
4857,7842.7,24299.7,164.8,78,569,35,
4858,7844.2,24304.4,163.0,81,578,42,
4859,7845.4,24308.0,163.0,81,578,42,
4860,7846.9,24312.5,168.3,73,552,44,
4861,7848.4,24317.2,159.3,87,597,39,
4862,7849.9,24321.9,159.3,87,597,39,
4863,7851.4,24326.5,164.2,79,572,44,
4864,7852.7,24330.2,164.2,79,572,44,
4865,7854.4,24335.1,176.8,63,517,37,
4866,7855.7,24338.9,170.1,71,544,50,
4867,7857.2,24343.7,157.5,90,608,41,
4868,7858.7,24348.6,154.1,96,629,38,
4869,7860.2,24353.5,154.1,96,629,38,
4870,7861.9,24359.1,155.3,93,621,36,
4871,7863.7,24364.8,155.3,93,621,35,
4872,7865.2,24369.6,156.1,92,616,38,
4873,7866.9,24375.4,151.7,100,645,37,
4874,7868.4,24380.3,152.1,99,642,38,
4875,7869.9,24385.2,152.1,99,642,38,
4876,7871.7,24390.9,155.0,94,623,36,
4877,7873.2,24395.8,155.0,94,623,36,
4878,7874.9,24401.5,153.9,96,630,37,
4879,7876.4,24406.3,153.9,96,630,37,
4880,7878.2,24412.0,153.9,96,630,37,
4881,7879.7,24416.9,153.9,96,630,37,
4882,7881.4,24422.7,152.5,99,639,36,
4883,7883.2,24428.4,153.0,98,636,36,
4884,7884.7,24433.3,153.0,98,636,36,
4885,7886.4,24439.0,155.3,93,621,39,
4886,7887.9,24443.7,160.9,84,589,39,
4887,7889.4,24448.4,159.7,86,595,41,
4888,7890.7,24452.1,159.7,86,595,41,
4889,7892.2,24456.7,165.9,77,563,42,
4890,7893.7,24461.1,169.2,72,548,41,
4891,7895.2,24465.6,169.2,72,548,41,
4892,7896.7,24470.3,159.7,86,595,45,
4893,7898.2,24475.3,153.3,97,634,38,
4894,7899.9,24480.9,154.6,95,625,36,
4895,7901.4,24485.7,156.5,91,614,37,
4896,7903.2,24491.3,157.5,90,608,36,
4897,7904.7,24496.1,157.5,90,608,36,
4898,7906.4,24501.7,155.6,93,619,36,
4899,7908.2,24507.5,153.5,97,633,36,
4900,7909.7,24512.2,153.5,97,633,36,
4901,7911.4,24517.9,156.5,91,614,37,
4902,7913.2,24523.5,158.2,88,604,36,
4903,7914.7,24528.2,158.2,88,604,36,
4904,7916.4,24534.0,153.2,97,635,35,
4905,7918.2,24539.8,151.8,100,644,34,
4906,7919.9,24545.5,151.8,100,644,34,
4907,7921.7,24551.3,152.3,99,640,35,
4908,7923.4,24557.1,151.3,101,647,36,
4909,7925.2,24562.9,152.7,98,638,35,
4910,7926.9,24568.6,152.7,98,638,34,
4911,7928.4,24573.5,152.7,98,638,34,
4912,7930.2,24579.3,152.0,100,643,35,
4913,7931.9,24585.2,151.3,101,647,36,
4914,7933.7,24590.9,152.9,98,636,35,
4915,7935.2,24595.8,152.9,98,636,35,
4916,7936.9,24601.5,154.5,95,626,36,
4917,7938.7,24607.1,155.9,92,617,35,
4918,7940.4,24612.8,155.3,93,621,36,
4919,7941.9,24617.6,155.3,93,621,36,
4920,7943.7,24623.3,154.8,94,624,35,
4921,7945.4,24629.0,154.0,96,629,36,
4922,7947.2,24634.8,152.2,99,641,36,
4923,7948.7,24639.7,152.2,99,641,36,
4924,7950.4,24645.5,153.1,98,635,35,
4925,7952.2,24651.2,152.3,99,640,36,
4926,7953.9,24657.0,152.6,98,638,35,
4927,7955.7,24662.8,151.7,100,645,35,
4928,7957.4,24668.6,150.6,102,652,34,
4929,7959.2,24674.5,149.5,105,660,34,
4930,7960.9,24680.4,148.3,107,669,34,
4931,7962.7,24686.2,150.1,103,656,34,
4932,7964.4,24692.0,150.7,102,651,35,
4933,7966.2,24697.9,151.9,100,643,34,
4934,7967.9,24703.5,152.8,98,637,35,
4935,7969.4,24708.4,152.8,98,637,35,
4936,7971.2,24714.2,152.5,99,639,36,
4937,7972.9,24719.8,154.9,94,624,35,
4938,7974.7,24725.5,153.6,97,632,36,
4939,7976.2,24730.4,153.6,97,632,36,
4940,7977.9,24736.2,153.2,97,635,36,
4941,7979.7,24741.9,154.5,95,626,35,
4942,7981.4,24747.6,154.0,96,629,35,
4943,7983.2,24753.3,153.0,98,636,35,
4944,7984.7,24758.2,153.0,98,636,35,
4945,7986.4,24764.1,150.4,103,654,36,
4946,7988.2,24769.9,150.7,102,651,34,
4947,7989.9,24775.8,150.1,103,656,35,
4948,7991.7,24781.6,149.9,104,657,35,
4949,7993.4,24787.5,149.3,105,661,35,
4950,7994.9,24792.5,149.3,105,661,35,
4951,7996.7,24798.4,150.1,103,656,37,
4952,7998.2,24803.4,150.1,103,656,37,
4953,7999.9,24809.3,149.4,105,661,35,
4954,8001.7,24815.2,148.3,107,669,36,
4955,8003.4,24821.1,149.7,104,659,35,
4956,8005.2,24826.9,151.7,100,645,35,
4957,8006.7,24831.8,151.7,100,645,35,
4958,8008.4,24837.7,151.9,100,643,36,
4959,8010.4,24844.4,149.7,104,659,34,
4960,8012.2,24850.3,147.5,109,675,33,
4961,8013.9,24856.2,147.5,109,675,33,
4962,8015.7,24862.2,147.4,109,676,32,
4963,8017.7,24869.0,147.9,108,672,33,
4964,8019.2,24874.1,147.9,108,672,33,
4965,8021.2,24880.9,147.5,109,675,34,
4966,8022.9,24886.8,148.8,106,665,34,
4967,8024.7,24892.6,149.7,104,659,35,
4968,8026.4,24898.5,149.3,105,661,34,
4969,8028.2,24904.4,149.2,105,662,33,
4970,8029.9,24910.3,149.6,105,659,34,
4971,8031.7,24916.2,148.3,107,669,33,
4972,8033.4,24922.1,148.3,107,669,33,
4973,8035.2,24928.0,148.0,108,671,35,
4974,8036.9,24934.0,147.6,109,674,35,
4975,8038.7,24940.0,146.2,112,685,34,
4976,8040.4,24945.9,148.3,107,669,36,
4977,8041.9,24950.7,148.3,107,669,36,
4978,8043.7,24956.5,150.0,104,656,36,
4979,8045.4,24962.4,150.2,103,655,36,
4980,8047.2,24968.2,150.0,104,656,35,
4981,8048.9,24974.0,151.0,102,649,34,
4982,8050.4,24979.0,151.0,102,649,34,
4983,8052.2,24984.8,151.4,101,647,36,
4984,8053.9,24990.7,150.5,103,653,34,
4985,8055.7,24996.5,149.7,104,659,34,
4986,8057.7,25003.3,149.8,104,658,33,
4987,8059.4,25009.2,149.7,104,659,35,
4988,8061.2,25015.0,149.0,106,664,35,
4989,8062.9,25020.9,149.4,105,661,34,
4990,8064.7,25026.8,149.4,105,661,34,
4991,8066.2,25031.7,149.4,105,661,34,
4992,8067.9,25037.6,150.4,103,654,36,
4993,8069.7,25043.5,150.3,103,654,35,
4994,8071.4,25049.3,150.1,103,656,35,
4995,8073.2,25055.2,148.8,106,665,35,
4996,8074.7,25060.1,148.8,106,665,35,
4997,8076.4,25066.0,150.8,102,651,36,
4998,8078.2,25071.8,151.0,102,649,35,
4999,8079.9,25077.7,150.7,102,651,34,
5000,8081.7,25083.5,149.3,105,661,35,
5001,8083.7,25090.3,149.9,104,657,33,
5002,8085.4,25096.1,150.6,102,652,33,
5003,8087.2,25101.9,150.6,102,652,33,
5004,8088.9,25107.8,149.7,104,659,37,
5005,8090.4,25112.7,152.5,99,639,39,
5006,8092.2,25118.8,145.9,113,687,35,
5007,8093.9,25124.7,146.9,110,679,33,
5008,8095.7,25130.6,148.6,107,667,34,
5009,8097.4,25136.5,149.5,105,660,34,
5010,8099.1,25142.4,149.5,105,660,34,
5011,8100.9,25148.3,149.2,105,662,35,
5012,8102.7,25154.2,148.3,107,669,34,
5013,8104.4,25160.0,148.3,107,669,34,
5014,8106.4,25166.8,150.6,102,652,33,
5015,8108.2,25172.6,150.5,103,653,34,
5016,8109.9,25178.6,146.5,111,683,33,
5017,8111.7,25184.5,147.1,110,678,34,
5018,8113.7,25191.4,147.1,110,678,32,
5019,8115.4,25197.3,148.9,106,664,34,
5020,8117.1,25203.2,146.4,112,683,34,
5021,8118.9,25209.2,148.1,108,670,33,
5022,8120.7,25215.1,148.1,108,670,34,
5023,8122.4,25221.0,148.1,108,670,34,
5024,8124.2,25227.0,147.9,108,672,33,
5025,8126.2,25233.8,148.0,108,671,33,
5026,8127.9,25239.7,148.3,107,669,34,
5027,8129.7,25245.6,148.2,108,670,34,
5028,8131.4,25251.5,148.7,106,666,35,
5029,8132.9,25256.5,148.7,106,666,35,
5030,8134.7,25262.4,149.3,105,661,35,
5031,8136.4,25268.3,148.6,107,667,35,
5032,8138.1,25274.2,148.1,108,670,34,
5033,8139.9,25280.1,148.9,106,664,34,
5034,8141.6,25286.0,149.3,105,661,34,
5035,8143.4,25291.9,149.7,104,659,34,
5036,8145.2,25297.8,150.0,104,656,34,
5037,8147.1,25304.6,147.8,108,673,34,
5038,8148.9,25310.5,148.1,108,670,34,
5039,8150.6,25316.4,148.5,107,667,34,
5040,8152.4,25322.3,148.5,107,667,34,
5041,8154.1,25328.1,149.7,104,659,34,
5042,8155.9,25334.0,150.4,103,654,34,
5043,8157.6,25339.8,150.4,103,654,34,
5044,8159.4,25345.7,151.4,101,647,33,
5045,8161.2,25351.6,149.1,106,663,34,
5046,8163.1,25358.3,148.4,107,668,33,
5047,8164.9,25364.3,148.6,107,667,34,
5048,8166.6,25370.1,150.2,103,655,33,
5049,8168.4,25376.0,148.4,107,668,34,
5050,8170.1,25381.9,148.4,107,668,34,
5051,8171.9,25387.8,148.1,108,670,33,
5052,8173.6,25393.7,148.2,108,670,34,
5053,8175.7,25400.5,149.9,104,657,34,
5054,8177.4,25406.3,150.4,103,654,34,
5055,8178.9,25411.3,150.4,103,654,34,
5056,8180.7,25417.2,149.4,105,661,35,
5057,8182.7,25423.8,151.7,100,645,33,
5058,8184.4,25429.6,151.7,100,645,34,
5059,8186.1,25435.3,152.4,99,640,34,
5060,8187.9,25441.1,151.7,100,645,34,
5061,8189.7,25446.9,150.8,102,651,34,
5062,8191.4,25452.8,150.8,102,651,34,
5063,8193.4,25459.5,150.2,103,655,33,
5064,8195.2,25465.4,148.2,108,670,34,
5065,8196.9,25471.5,145.4,114,691,34,
5066,8198.6,25477.4,145.4,114,691,34,
5067,8200.6,25484.3,146.7,111,681,33,
5068,8202.4,25490.3,145.5,114,691,33,
5069,8204.2,25496.3,145.7,113,689,34,
5070,8205.9,25502.4,144.5,116,699,33,
5071,8207.7,25508.5,144.5,116,699,33,
5072,8209.4,25514.5,144.6,116,698,33,
5073,8211.1,25520.5,145.4,114,691,34,
5074,8212.9,25526.5,145.8,113,688,34,
5075,8214.9,25533.4,146.3,112,684,32,
5076,8216.6,25539.4,146.1,112,686,33,
5077,8218.7,25546.3,145.8,113,688,32,
5078,8220.4,25552.3,145.7,113,689,33,
5079,8222.2,25558.3,146.5,111,683,34,
5080,8223.9,25564.3,145.5,114,691,34,
5081,8225.6,25570.3,145.6,113,690,33,
5082,8227.4,25576.3,146.8,111,680,35,
5083,8229.1,25582.3,146.4,112,683,34,
5084,8230.9,25588.3,146.6,111,682,34,
5085,8232.6,25594.2,148.5,107,667,34,
5086,8234.4,25600.1,147.8,108,673,34,
5087,8236.2,25606.1,147.8,108,673,34,
5088,8238.1,25612.9,147.4,109,676,32,
5089,8239.9,25618.8,147.8,108,673,33,
5090,8241.6,25624.8,146.7,111,681,34,
5091,8243.4,25630.8,147.3,110,676,34,
5092,8245.1,25636.8,146.7,111,681,33,
5093,8246.9,25642.7,147.9,108,672,34,
5094,8248.6,25648.7,147.1,110,678,35,
5095,8250.4,25654.7,147.1,110,678,35,
5096,8252.1,25660.7,146.5,111,683,33,
5097,8254.1,25667.5,146.7,111,681,33,
5098,8255.9,25673.6,145.5,114,691,33,
5099,8257.7,25679.6,145.7,113,689,34,
5100,8259.4,25685.6,145.7,113,689,34,
5101,8261.1,25691.6,145.6,113,690,33,
5102,8262.9,25697.5,146.1,112,686,34,
5103,8264.9,25704.3,147.6,109,674,34,
5104,8266.6,25710.3,148.6,107,667,34,
5105,8268.4,25716.1,148.9,106,664,34,
5106,8270.1,25722.0,151.0,102,649,34,
5107,8271.9,25727.7,152.7,98,638,34,
5108,8273.6,25733.5,153.1,98,635,34,
5109,8275.4,25739.1,153.4,97,633,34,
5110,8277.1,25744.8,153.4,97,633,34,
5111,8278.9,25750.6,153.7,96,631,34,
5112,8280.6,25756.3,154.6,95,625,33,
5113,8282.4,25761.9,154.6,95,625,33,
5114,8284.1,25767.5,155.5,93,620,34,
5115,8285.9,25773.2,155.6,93,619,34,
5116,8287.6,25779.0,153.7,96,631,34,
5117,8289.4,25784.9,149.2,105,662,35,
5118,8291.1,25790.8,149.5,105,660,34,
5119,8292.9,25796.6,149.3,105,661,35,
5120,8294.6,25802.5,149.3,105,661,35,
5121,8296.4,25808.4,150.0,104,656,35,
5122,8298.1,25814.3,150.9,102,650,34,
5123,8299.9,25820.0,152.0,100,643,34,
5124,8301.6,25825.7,152.1,99,642,34,
5125,8303.4,25831.5,152.2,99,641,35,
5126,8305.1,25837.2,154.4,95,627,35,
5127,8306.6,25842.1,154.4,95,627,35,
5128,8308.4,25848.0,153.3,97,634,35,
5129,8310.1,25853.8,149.8,104,658,35,
5130,8311.9,25859.7,150.6,102,652,35,
5131,8313.6,25865.5,150.7,102,651,35,
5132,8315.4,25871.3,151.4,101,647,34,
5133,8317.1,25877.0,152.1,99,642,35,
5134,8318.9,25882.8,150.7,102,651,35,
5135,8320.6,25888.7,151.4,101,647,34,
5136,8322.4,25894.4,151.6,100,645,34,
5137,8324.6,25901.6,155.9,92,617,26,
